Feature.ID	Taxon	Confidence
c737403640a66094e85c192c8659d06c	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999999987689
9001d1a56c6303fd9a5609b0ee2140d6	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999720765295
d676fe8678c04d2e3d85c1736ec8959c	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999999378116
1fdd27106085e3a678625e7fbc9dbf60	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999984250857
a31a2b947d9f9202a53fe523cfb0e0fa	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999999762674
c39923693a82d4c78f09099b3260df45	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.99999999998127
ab55a4bba9aa378844d47b8f5d436b3c	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999999997374
7f42c3cd733f14dd4d24c31ec07013bc	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999984671980654
5fac3ab9adf5596f6834ebc79e061fe0	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999999995759
21bf4eed67816a48fb1f4ccec9f59ad6	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999941706845
bc69c544bf4fc3a9ac4d8eacefce440a	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999997546043
419a84e071fc99399e6fd384e89d1d93	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999998874776
c9069fc16e8cad696d8ca0f6a0629447	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999999989211
7432bdfa618bab14560d52ad735aed63	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999999824264
b0e066f411004ef8c15807af53c4b405	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999999722769
fbd556d57e309e8d9e62140d55c35087	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999999933327
a85e2148d15874e615b78caf3afab43e	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999999931019
955244ed1da3ac218bae28af4ef33661	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999999952542
d3282d1b7e7d8cad2f2853e3271ed558	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999999989275
42bc88f8612ae9abe4b9773f0e1ed644	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999999995067
f3b647eb5887e3a2571573b345ba06f5	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999999971269
6505c18467a40c6f49fd19d963852566	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999999966457
7227c2c4ac256ea424efd68fff12e0cc	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999999892013
8574aafa50bed8996425aea337f55c87	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999998183559
7e5ba3840fc6a9a56ce6eab4cad7f3a1	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999998433297
